anyonya	m. sg. acc.			58
yajFa	m. sg. nom.			57
vakwum	inf.	vac		57
ukwa	m. pl. nom.	vac	pp.	57
swrI	f. sg. nom.			57
Sawa	n. sg. acc.			57
SaraNa	n. sg. acc.			57
rasa	m. sg. acc.			57
puMs	m. sg. nom.			57
prANa	m. sg. nom.			57
miWyA	adv.			57
mAnava	m. sg. nom.			57
mAnava	m. pl. nom.			57
kAma	m. sg. acc.			57
ka	f. sg. nom.			57
ixAnIm	adv.			57
gam	pft. ac. pl. 3			57
gam	opt. [1] ac. sg. 3			57
xIpana	n. sg. nom.			57
Barwq	m. sg. nom.			57
apara	m. sg. nom.			57
vexa	m. pl. nom.			56
wyaj	opt. [1] ac. sg. 3			56
SUra	m. sg. nom.			56
sarva	n. pl. loc.			56
rAwri	f. sg. loc.			56
rakRas	n. pl. g.			56
prajA	f. pl. g.			56
paS	impft. [4] ac. sg. 3			56
parama	m. sg. acc.			56
para	f. sg. acc.			56
xqRta	n. sg. nom.	xqS	pp.	56
brU	pr. [2] ac. sg. 1			56
brAhmaNa	m. sg. g.			56
wejas	n. sg. nom.			55
SUra	m. pl. nom.			55
prajan	pr. [4] md. sg. 3			55
para	f. sg. i.			55
mUla	n. sg. nom.			55
lakRmaNa	m. sg. nom.			55
kuru	m. pl. g.			55
gam	pr. [1] ac. pl. 3			55
xA	pr. [3] ac. sg. 3			55
brU	pr. [2] md. sg. 3			55
BU	fut. ac. sg. 2			55
anna	n. sg. nom.			55
sWAna	n. sg. acc.			54
Sawa	n. sg. nom.			54
sakqw	adv.			54
rAjan	m. sg. i.			54
pANdava	m. pl. acc.			54
mUrXan	m. sg. loc.			54
maXura	m. sg. nom.			54
loka	m. sg. acc.			54
lifga	n. sg. nom.			54
karwq	m. sg. nom.			54
xivya	n. sg. acc.			54
brahmacArin	m. sg. nom.			54
BAva	m. sg. nom.			54
arWa	m. sg. acc.			54
anya	m. pl. i.			54
Ahava	m. sg. loc.			54
yoga	m. sg. nom.			53
vIra	m. sg. voc.			53
prANa	m. pl. acc.			53
jIviwa	n. sg. nom.		pp.	53
xarSana	n. sg. nom.			53
buxXi	f. sg. i.			53
BU	fut. ac. pl. 3			53
Awman	m. sg. i.			53
sWA	pr. [1] ac. pl. 3			52
sixXa	m. sg. nom.		pp.	52
sahas	n. sg. i.			52
rAvaNa	m. sg. g.			52
prIwi	f. sg. nom.			52
prakqwi	f. sg. nom.			52
nakula	m. sg. nom.			52
mawsya	m. sg. nom.			52
manas	n. sg. acc.			52
kq	pft. ac. pl. 3			52
kOnweya	m. sg. voc.			52
grah	pft. ac. sg. 3			52
xraRtum	inf.	xqS		52
Ayus	n. sg. acc.			52
vqX	pr. [1] md. sg. 3			51
viSeRa	m. sg. nom.			51
vega	m. sg. i.			51
SOca	n. sg. nom.			51
samBU	impft. [1] ac. sg. 3			51
rajas	n. sg. nom.			51
rAjan	m. pl. g.			51
prAFjali	m. sg. nom.			51
loka	m. pl. g.			51
kurvaw	m. sg. nom.	kq	ppr. [8] ac.	51
kaRAya	n. sg. nom.			51
karwavya	m. sg. nom.	kq	pfp. [3]	51
jIviwa	n. sg. acc.		pp.	51
jan	pft. md. sg. 3			51
ganXarva	m. pl. nom.			51
gam	imp. [1] ac. sg. 2			51
brahman	m. sg. voc.			51
BU	pft. ac. pl. 3			51
Baya	n. sg. abl.			51
bahuXA	adv.			51
anwa	m. sg. loc.			51
viRa	n. sg. nom.			50
